afsc,label,text_norm,evidence,source_doc,page,chunk_idx,extractor_version
14N,K,"Counterdrug, counterproliferation, and counterterrorism concepts","Counterdrug, counterproliferation, and counterterrorism concepts",llm,,1,llm_v0
14N,K,Current and general military intelligence concepts,Current and general military intelligence concepts,llm,,1,llm_v0
14N,K,Indications and warning (I&W) frameworks,Indications and warning (I&W) frameworks,llm,,1,llm_v0
14N,K,Irregular warfare fundamentals,Irregular warfare fundamentals,llm,,1,llm_v0
14N,K,Target intelligence concepts,Target intelligence concepts,llm,,1,llm_v0
14N,K,Airborne ISR operations,Airborne ISR operations,llm,,1,llm_v0
14N,K,Air Operations Center (AOC) processes,Air Operations Center (AOC) processes,llm,,1,llm_v0
14N,K,Air Support Operations Center (ASOC) processes,Air Support Operations Center (ASOC) processes,llm,,1,llm_v0
14N,K,Cyberspace ISR operations,Cyberspace ISR operations,llm,,1,llm_v0
14N,K,Distributed Common Ground Station (DCGS) operations,Distributed Common Ground Station (DCGS) operations,llm,,1,llm_v0
14N,K,Force protection and information operations,Force protection and information operations,llm,,1,llm_v0
14N,K,Space operations and SOF integration,Space operations and SOF integration,llm,,1,llm_v0
14N,K,ISR enterprise management concepts,ISR enterprise management concepts,llm,,1,llm_v0
14N,K,Acquisition and doctrine,Acquisition and doctrine,llm,,1,llm_v0
14N,K,Education and training doctrine,Education and training doctrine,llm,,1,llm_v0
14N,K,Financial management for intelligence,Financial management for intelligence,llm,,1,llm_v0
14N,K,Human capital and talent management,Human capital and talent management,llm,,1,llm_v0
14N,K,Information technology for ISR,Information technology for ISR,llm,,1,llm_v0
14N,K,Modeling and simulation,Modeling and simulation,llm,,1,llm_v0
14N,K,"Policy, research, and technology","Policy, research, and technology",llm,,1,llm_v0
14N,K,Security and strategy,Security and strategy,llm,,1,llm_v0
14N,S,Direct ISR activities and organizations,Direct ISR activities and organizations,llm,,1,llm_v0
14N,S,Establish goals and objectives for intelligence units,Establish goals and objectives for intelligence units,llm,,1,llm_v0
14N,S,Review requirements and set relative priorities,Review requirements and set relative priorities,llm,,1,llm_v0
14N,S,Advise commanders as senior intelligence advisor,Advise commanders as senior intelligence advisor,llm,,1,llm_v0
14N,S,Prepare intelligence budget estimates and financial plans,Prepare intelligence budget estimates and financial plans,llm,,1,llm_v0
14N,S,"Implement standardization, evaluation, and training programs","Implement standardization, evaluation, and training programs",llm,,1,llm_v0
14N,S,Monitor compliance with standards and policies,Monitor compliance with standards and policies,llm,,1,llm_v0
14N,S,Develop intelligence plans and policies,Develop intelligence plans and policies,llm,,1,llm_v0
14N,S,"Integrate intelligence across cross-functional capabilities, missions, and organizations","Integrate intelligence across cross-functional capabilities, missions, and organizations",llm,,1,llm_v0
14N,S,"Apply tradecraft for assessment, counterdrug, counterproliferation, and counterterrorism","Apply tradecraft for assessment, counterdrug, counterproliferation, and counterterrorism",llm,,1,llm_v0
14N,S,"Produce current, I&W, general military, and target intelligence products","Produce current, I&W, general military, and target intelligence products",llm,,1,llm_v0
14N,S,"Coordinate with AOC, ASOC, DCGS, airborne ISR, cyberspace ISR, flying units, force protection, information operations, space, and SOF","Coordinate with AOC, ASOC, DCGS, airborne ISR, cyberspace ISR, flying units, force protection, information operations, space, and SOF",llm,,1,llm_v0
14N,S,"Manage ISR enterprise functions (acquisition, doctrine, education/training, finance, human capital, IT, modeling/simulation, policy, research/technology, security, strategy)","Manage ISR enterprise functions (acquisition, doctrine, education/training, finance, human capital, IT, modeling/simulation, policy, research/technology, security, strategy)",llm,,1,llm_v0
14N,S,Standardize and evaluate intelligence processes and training,Standardize and evaluate intelligence processes and training,llm,,1,llm_v0
14N,S,Plan and resource ISR activities,Plan and resource ISR activities,llm,,1,llm_v0
14N,A,Lead and manage ISR organizations,Lead and manage ISR organizations,llm,,1,llm_v0
14N,A,Establish goals and objectives for intelligence missions,Establish goals and objectives for intelligence missions,llm,,1,llm_v0
14N,A,Prioritize competing requirements across missions and functions,Prioritize competing requirements across missions and functions,llm,,1,llm_v0
14N,A,Serve effectively as a senior intelligence advisor to commanders,Serve effectively as a senior intelligence advisor to commanders,llm,,1,llm_v0
14N,A,Integrate multi-discipline intelligence to support operations,Integrate multi-discipline intelligence to support operations,llm,,1,llm_v0
14N,A,Manage budgets and oversee financial planning for intelligence,Manage budgets and oversee financial planning for intelligence,llm,,1,llm_v0
14N,A,"Implement and oversee standardization, evaluation, and training","Implement and oversee standardization, evaluation, and training",llm,,1,llm_v0
14N,A,Ensure compliance with policies and standards,Ensure compliance with policies and standards,llm,,1,llm_v0
14N,A,Develop and implement intelligence plans and policies,Develop and implement intelligence plans and policies,llm,,1,llm_v0
14N,A,"Coordinate and collaborate across air, cyber, space, SOF, and other operational domains","Coordinate and collaborate across air, cyber, space, SOF, and other operational domains",llm,,1,llm_v0
14N,A,"Perform ISR enterprise management across acquisition, doctrine, training, finance, human capital, IT, modeling/simulation, policy, research/technology, security, and strategy","Perform ISR enterprise management across acquisition, doctrine, training, finance, human capital, IT, modeling/simulation, policy, research/technology, security, and strategy",llm,,1,llm_v0
14N,K,"Legislative, executive, regulatory, and directive frameworks governing intelligence operations","Legislative, executive, regulatory, and directive frameworks governing intelligence operations",llm,,2,llm_v0
14N,K,"Intelligence disciplines and professional tradecraft principles (e.g., all-source fusion)","Intelligence disciplines and professional tradecraft principles (e.g., all-source fusion)",llm,,2,llm_v0
14N,K,Intelligence operations policies and applications concepts,Intelligence operations policies and applications concepts,llm,,2,llm_v0
14N,K,Force development and organizational structure planning principles,Force development and organizational structure planning principles,llm,,2,llm_v0
14N,K,"Department of Defense Planning, Programming, and Budgeting System (PPBS)","Department of Defense Planning, Programming, and Budgeting System (PPBS)",llm,,2,llm_v0
14N,K,"Resource allocation, budgeting, and materiel management processes","Resource allocation, budgeting, and materiel management processes",llm,,2,llm_v0
14N,K,Joint operational planning processes and orders development,Joint operational planning processes and orders development,llm,,2,llm_v0
14N,K,Weapon system acquisition lifecycle and intelligence support requirements,Weapon system acquisition lifecycle and intelligence support requirements,llm,,2,llm_v0
14N,K,Structured analytical techniques theory and methodologies,Structured analytical techniques theory and methodologies,llm,,2,llm_v0
14N,K,"Intelligence collection, processing, and dissemination workflows","Intelligence collection, processing, and dissemination workflows",llm,,2,llm_v0
14N,K,"Interagency, intergovernmental, and multinational coordination frameworks","Interagency, intergovernmental, and multinational coordination frameworks",llm,,2,llm_v0
14N,K,User requirements determination and prioritization principles,User requirements determination and prioritization principles,llm,,2,llm_v0
14N,S,"Evaluating the impact of legislation, executive orders, regulations, and management decisions on intelligence activities","Evaluating the impact of legislation, executive orders, regulations, and management decisions on intelligence activities",llm,,2,llm_v0
14N,S,Integrating intelligence activities into organizational plans and programs,Integrating intelligence activities into organizational plans and programs,llm,,2,llm_v0
14N,S,"Developing and implementing intelligence policies, plans, concepts, systems, and orders","Developing and implementing intelligence policies, plans, concepts, systems, and orders",llm,,2,llm_v0
14N,S,Conducting force development and organizational structure planning,Conducting force development and organizational structure planning,llm,,2,llm_v0
14N,S,Managing and coordinating multi-discipline intelligence activities and cross-functional integration,Managing and coordinating multi-discipline intelligence activities and cross-functional integration,llm,,2,llm_v0
14N,S,"Liaising with government, business, scientific, and international organizations to exchange information and coordinate studies and proposals","Liaising with government, business, scientific, and international organizations to exchange information and coordinate studies and proposals",llm,,2,llm_v0
14N,S,Managing intelligence responsibilities within the DoD PPBS,Managing intelligence responsibilities within the DoD PPBS,llm,,2,llm_v0
14N,S,"Coordinating resource allocation and funding with personnel, materiel, planning, programming, and operations stakeholders","Coordinating resource allocation and funding with personnel, materiel, planning, programming, and operations stakeholders",llm,,2,llm_v0
14N,S,Preparing and implementing operational plans that incorporate intelligence,Preparing and implementing operational plans that incorporate intelligence,llm,,2,llm_v0
14N,S,Supporting weapon system acquisition with intelligence inputs and assessments,Supporting weapon system acquisition with intelligence inputs and assessments,llm,,2,llm_v0
14N,S,"Producing timely, accurate, fused intelligence analysis and products","Producing timely, accurate, fused intelligence analysis and products",llm,,2,llm_v0
14N,S,"Applying structured analytical techniques to integrate, evaluate, analyze, and interpret all-source data","Applying structured analytical techniques to integrate, evaluate, analyze, and interpret all-source data",llm,,2,llm_v0
14N,S,"Refining, compiling, and synthesizing intelligence from subordinate units and external organizations","Refining, compiling, and synthesizing intelligence from subordinate units and external organizations",llm,,2,llm_v0
14N,S,"Translating known or anticipated user requirements into collection, analysis, and production tasks","Translating known or anticipated user requirements into collection, analysis, and production tasks",llm,,2,llm_v0
14N,A,"Analyze complex policy, operational, and intelligence issues critically","Analyze complex policy, operational, and intelligence issues critically",llm,,2,llm_v0
14N,A,Synthesize disparate all-source information into coherent assessments,Synthesize disparate all-source information into coherent assessments,llm,,2,llm_v0
14N,A,"Make timely, accurate judgments under operational deadlines","Make timely, accurate judgments under operational deadlines",llm,,2,llm_v0
14N,A,"Plan, organize, and manage complex, cross-functional projects","Plan, organize, and manage complex, cross-functional projects",llm,,2,llm_v0
14N,A,"Coordinate and collaborate effectively with joint, interagency, and multinational partners","Coordinate and collaborate effectively with joint, interagency, and multinational partners",llm,,2,llm_v0
14N,A,Anticipate user requirements and tailor intelligence outputs accordingly,Anticipate user requirements and tailor intelligence outputs accordingly,llm,,2,llm_v0
14N,A,Assess and forecast the impact of organizational and policy changes on intelligence activities,Assess and forecast the impact of organizational and policy changes on intelligence activities,llm,,2,llm_v0
14N,A,Integrate cross-functional capabilities into intelligence operations and plans,Integrate cross-functional capabilities into intelligence operations and plans,llm,,2,llm_v0
14N,A,Prioritize resources and efforts in constrained environments,Prioritize resources and efforts in constrained environments,llm,,2,llm_v0
14N,A,Communicate findings and recommendations clearly to decision-makers,Communicate findings and recommendations clearly to decision-makers,llm,,2,llm_v0
14N,A,"Adapt to evolving missions, directives, and operating conditions","Adapt to evolving missions, directives, and operating conditions",llm,,2,llm_v0
14N,K,"Intelligence cycle, PIRs, and RFIs","Intelligence cycle, PIRs, and RFIs",llm,,3,llm_v0
14N,K,Collection management doctrine and prioritization principles,Collection management doctrine and prioritization principles,llm,,3,llm_v0
14N,K,"ISR platforms and sensors across air, space, cyber, and non-traditional domains","ISR platforms and sensors across air, space, cyber, and non-traditional domains",llm,,3,llm_v0
14N,K,HUMINT fundamentals and source utilization,HUMINT fundamentals and source utilization,llm,,3,llm_v0
14N,K,"Processing, exploitation, and dissemination (PED) concepts","Processing, exploitation, and dissemination (PED) concepts",llm,,3,llm_v0
14N,K,Near-real-time (NRT) operations concepts,Near-real-time (NRT) operations concepts,llm,,3,llm_v0
14N,K,Multi-domain sensing grid concepts and collaborative operations,Multi-domain sensing grid concepts and collaborative operations,llm,,3,llm_v0
14N,K,Cloud computing architectures and common data environments,Cloud computing architectures and common data environments,llm,,3,llm_v0
14N,K,Machine intelligence (AI/ML) and big data analytics principles,Machine intelligence (AI/ML) and big data analytics principles,llm,,3,llm_v0
14N,K,ISR command-and-control processes,ISR command-and-control processes,llm,,3,llm_v0
14N,K,Data sharing and partner/agency coordination protocols,Data sharing and partner/agency coordination protocols,llm,,3,llm_v0
14N,K,Human–machine teaming principles for intelligence operations,Human–machine teaming principles for intelligence operations,llm,,3,llm_v0
14N,S,"Integrating, evaluating, analyzing, and interpreting multi-source information","Integrating, evaluating, analyzing, and interpreting multi-source information",llm,,3,llm_v0
14N,S,Creating intelligence products aligned to PIRs and RFIs,Creating intelligence products aligned to PIRs and RFIs,llm,,3,llm_v0
14N,S,Converting intelligence requirements into collection requirements,Converting intelligence requirements into collection requirements,llm,,3,llm_v0
14N,S,Prioritizing requirements and deconflicting tasking,Prioritizing requirements and deconflicting tasking,llm,,3,llm_v0
14N,S,"Tasking, coordinating, and monitoring collection with sources and agencies","Tasking, coordinating, and monitoring collection with sources and agencies",llm,,3,llm_v0
14N,S,Retasking collection based on results and changing priorities,Retasking collection based on results and changing priorities,llm,,3,llm_v0
